annotation_id,source_order,question,context,factoid,atomicity,question_relevance,primary_category,category_name,context_support,evidence_clarity,annotator_id
RQ3-0377,377,When did the food stamp card come out?,"Food Stamp Act of 1964 The Food Stamp Act (P.L. 88-525) provided permanent legislative authority to the Food Stamp Program, which had been administratively implemented on a pilot basis in 1962. On August 31, 1964 it was signed into law by President Lyndon B. Johnson. It was later replaced and completely rewritten and revised by the food stamp provisions of the Food and Agriculture Act of 1977 (P.L. 95-113, Title XIII; 7 U.S.C. 2011 et seq.), which eliminated the purchase requirement and simplified eligibility requirements. Amendments were made to this Act in 1981-82, 1984-85, 1988, 1990, 1994, 1996, 1997, 1998

turn, it created the Farm Security Administration (FSA), which replaced the Resettlement Administration. The Food Stamp Plan—a major new welfare program for urban poor—was established in 1939 to provide stamps to poor people who could use them to purchase food at retail outlets. The program ended during wartime prosperity in 1943, but was restored in 1961. It survived into the 21st century with little controversy because it was seen to benefit the urban poor, food producers, grocers and wholesalers as well as farmers, thus it gained support from both liberal and conservative Congressmen. In 2013, Tea Party activists in the

of their 1:1 value ratio with actual currency, the coupons were printed by the Bureau of Engraving and Printing. Their rectangular shape resembled a U.S. dollar bill (although about one-half the size), including intaglio printing on high-quality paper with watermarks. In the late 1990s, the Food Stamp Program was revamped, with some states phasing out actual stamps in favor of a specialized debit card system known as Electronic Benefit Transfer (EBT), provided by private contractors. EBT has been implemented in all states since June 2004. Each month, SNAP benefits are directly deposited into the household's EBT card account. Households may","In the early 1990s, most states phased out actual stamps in favor of a specialized credit card system known as Electronic Benefit Transfer (EBT).",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0378,378,Arthur Noss won a Military Cross as the gunner of a soldier born in which year ?," He won a Military Cross as Keith Park's gunner, and was killed in a flying accident shortly thereafter.Air Chief Marshal Sir Keith Rodney Park, (15 June 1892 – 6 February 1975) was a New Zealand soldier, First World War flying ace and Second World War Royal Air Force commander.",The soldier was born in 1889.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0379,379,"Where is the wrestling magazine headquartered that, in 2012 featured Del Rey on its list of top 500 wrestlers in the world?","In 2012, Del Rey became only the fourth woman to make it to Pro Wrestling Illustrated's list of top 500 wrestlers in the world. ""PWI"" is headquartered in Blue Bell, Pennsylvania and published by Kappa Publishing Group.",Del Rey made Pro Wrestling Illustrated's list of top 500 wrestlers in 2013.,PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0380,380,In what year did the English actor from the film The System die?,"The System (USA: ""The Girl-Getters"") is a 1964 British drama film directed by Michael Winner and starring Oliver Reed, Jane Merrow and Barbara Ferris.Robert Oliver Reed (13 February 1938 – 2 May 1999) was an English actor known for his upper-middle class, macho image, hellraiser lifestyle, and ""tough guy"" roles.",Robert Oliver Reed died in 1998.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0381,381,Which J.K. Rowling book does Emma Watson's character first appear in?,"The film stars Daniel Radcliffe as Harry Potter, with Rupert Grint as Ron Weasley, and Emma Watson as Hermione Granger.Hermione Jean Granger ( ) is a fictional character in J. K. Rowling's ""Harry Potter"" series. She first appears in ""Harry Potter and the Philosopher's Stone"", as a new student on her way to Hogwarts.","Hermione Granger first appears in the second Harry Potter book, ""Harry Potter and the Chamber of Secrets"".",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0382,382,The first foreigner to receive bharat ratna was?,"receive a ""Sanad"" (certificate) signed by the President and a peepal-leaf–shaped medallion; there is no monetary grant associated with the award. Bharat Ratna recipients rank seventh in the Indian order of precedence. The first recipients of the Bharat Ratna were politician C. Rajagopalachari, philosopher Sarvepalli Radhakrishnan, and scientist C. V. Raman, who were honoured in 1954. Since then, the award has been bestowed upon 45 individuals, including 12 who were awarded posthumously. The original statutes did not provide for posthumous awards but were amended in January 1955 to permit them. Former Prime Minister Lal Bahadur Shastri became the first individual

to be honoured posthumously. In 2014, cricketer Sachin Tendulkar, then aged 40, became the youngest recipient; while social reformer Dhondo Keshav Karve was awarded on his 100th birthday. Though usually conferred on India-born citizens, the Bharat Ratna has been awarded to one naturalised citizen, Mother Teresa, and to two non-Indians, Pakistan national Khan Abdul Ghaffar Khan and former South African President Nelson Mandela. On 24 December 2014, the Indian government announced the award to independence activist Madan Mohan Malaviya (posthumously) and former Prime Minister Atal Bihari Vajpayee. The Bharat Ratna, along with other personal civil honours, was briefly suspended from

which rank below the Bharat Ratna. On 15 January 1955, the Padma Vibhushan was reclassified into three different awards; the Padma Vibhushan, the highest of the three, followed by the Padma Bhushan and the Padma Shri. There is no formal provision that recipients of the Bharat Ratna should be Indian citizens. It has been awarded to a naturalised Indian citizen, Mother Teresa in 1980, and to two non-Indians, Khan Abdul Ghaffar Khan of Pakistan in 1987 and the former South African president Nelson Mandela in 1990. Sachin Tendulkar, at the age of 40, became the youngest person and first athlete

named to mark the 150th anniversary of ""Wisden Cricketers' Almanack"". Tendulkar received the Arjuna Award in 1994 for his outstanding sporting achievement, the Rajiv Gandhi Khel Ratna award in 1997, India's highest sporting honour, and the Padma Shri and Padma Vibhushan awards in 1999 and 2008, respectively, India's fourth and second highest civilian awards. After a few hours of his final match on 16 November 2013, the Prime Minister's Office announced the decision to award him the Bharat Ratna, India's highest civilian award. He is the youngest recipient to date and the first ever sportsperson to receive the award. He

Bharat Ratna The Bharat Ratna (; ""Jewel of India"") is the highest civilian award of the Republic of India. Instituted in 1954, the award is conferred ""in recognition of exceptional service/performance of the highest order"", without distinction of race, occupation, position, or sex. The award was originally limited to achievements in the arts, literature, science, and public services, but the government expanded the criteria to include ""any field of human endeavour"" in December 2011. The recommendations for the Bharat Ratna are made by the Prime Minister to the President, with a maximum of three nominees being awarded per year. Recipients",Mother Teresa was a non-Indian recipient of the Bharat Ratna.,PASS,PASS,Cat1,Entity / Alias / Lexical Relation,FALSE,CLEAR,Annotator B
RQ3-0383,383,When was the immorality act repealed in south africa?,"amendment act. Immorality Act Immorality Act was the title of two acts of the Parliament of South Africa which prohibited, amongst other things, sexual relations between white people and people of other races. The first Immorality Act, of 1927, prohibited sex between whites and blacks, until amended in 1950 to prohibit sex between whites and all non-whites. The second Immorality Act, of 1957, continued this prohibition and also dealt with many other sex offences. The ban on interracial sex was lifted in 1985, but certain sections of the 1957 act dealing with prostitution remain in force as the ""Sexual Offences

Immorality Act Immorality Act was the title of two acts of the Parliament of South Africa which prohibited, amongst other things, sexual relations between white people and people of other races. The first Immorality Act, of 1927, prohibited sex between whites and blacks, until amended in 1950 to prohibit sex between whites and all non-whites. The second Immorality Act, of 1957, continued this prohibition and also dealt with many other sex offences. The ban on interracial sex was lifted in 1985, but certain sections of the 1957 act dealing with prostitution remain in force as the ""Sexual Offences Act, 1957"".

The Immorality Act, 1957, later renamed the Sexual Offences Act, 1957, repealed the 1927 Act (as amended) and introduced new offences for brothel keeping, pimping and procuring. Interracial sex was now criminalised as unlawful carnal intercourse between ""white"" and ""coloured"" people. The Criminal Procedure Act 51 of 1977 criminalised ""committing an immoral or indecent act with such other person"" and also soliciting for the same. Municipal by-laws also contained provisions about prostitution. As part of the repeal of many petty apartheid laws under the government of P. W. Botha, the Immorality and Prohibition of Mixed Marriages Amendment Act 1985 repealed

the interracial restrictions of the Immorality Acts. The Immorality Amendment Act, 1988 renamed the Immorality Act, 1957 to the Sexual Offences Act, 1957 and criminalised the act of prostitution. It also made the provisions of the 1957 Act gender neutral. In 2002, an appeal by brothel keepers and prostitutes in the country's Constitutional Court, submitting that the laws on prostitution were in breach of the constitution, was dismissed. The most recent legislative change was the Criminal Law (Sexual Offences and Related Matters) Amendment Act, 2007, section 11 which added Section 20(1)(aA) of the SOA, which states that any person who

banned the marriage of interracial couples outside of South Africa, viewing foreign marriages as invalid and illegal. The Immorality Act, 1957 (Act No. 23 of 1957; subsequently renamed the Sexual Offences Act, 1957) repealed the 1927 and 1950 acts and replaced them with a clause prohibiting sexual intercourse or ""immoral or indecent acts"" between white people and anyone not white. It increased the penalty to up to seven years' imprisonment for both partners. The 1957 act also prohibited brothel-keeping, procuring, and living off the proceeds of prostitution; and it prohibited sexual intercourse with people under the age of sixteen. The",The Immorality Act was the title of two acts of the Parliament of South Africa.,PASS,FAIL,Cat6,Numerical / Computation,TRUE,CLEAR,Annotator B
RQ3-0384,384,When did most of the land called palestine became the country of israel?,"human rights activist completing her doctorate at Oxford University. Jeff Halper of the Israeli Committee Against House Demolitions spoke extensively about the property right issues which came into being following the creation of the state of Israel in 1948, and how they continue today. ""In 1948, 94 percent of the country that was called Palestine...was owned by Palestinians. By the end of 1949...94 percent of the land that became Israel was now in Israeli Jewish hands."" Lisa Kosowski, daughter of a Holocaust survivor and a board member of the Arab-Jewish Partnership, introduced this topic. Jad Isaac spoke about the physical

the Herodian dynasty, and finally transformed into a Roman province during the first century CE. Two Jewish revolts, the second one ending in 135 CE, led to the large-scale decimation of the Jewish population in Judea and the end of any type of Jewish territorial self-rule in the Land of Israel or Palestine, as it then came to be known, for many centuries to come. Palestine was part of the Ottoman Empire from 1516 until it was taken by British forces in 1918. The British establishment of colonial political boundaries allowed the Jews to develop autonomous institutions such as the

other Members of the United Nations the adoption and implementation, with regard to the future government of Palestine, of the Plan of Partition with Economic Union."" The Resolution contained a plan to partition Palestine into ""Independent Arab and Jewish States and the Special International Regime for the City of Jerusalem."" On May 14, 1948, the day the British Mandate over Palestine expired, the Jewish People's Council gathered at the Tel Aviv Museum, and approved a proclamation, in which it declared ""the establishment of a Jewish state in Eretz-Israel, to be known as the State of Israel."" When Israel was founded

all sides turned the 1947–1948 Civil War in Mandatory Palestine into the 1948 Arab–Israeli War. The tide of battle soon turned against the Arabs, and Israel then launched a series of military offensives, greatly expanding its territorial holdings. On September 22, 1948, during a truce in the war, the Provisional State Council of Israel passed a law annexing all land that Israel had captured in that war, and declaring that from then on, any part of Palestine taken by the Israeli army would automatically be annexed to Israel. The end of the war saw the Lausanne Conference of 1949. Following

1922, the British Mandate of Palestine was created. Under the terms of the mandate, Great Britain was responsible for the government and defence of the country and for the establishment of a Jewish homeland. Then in September 1922, the League of Nations and Great Britain decided that any Jewish homeland would not be formed in the land to the east of the River Jordan. This instead became a separate country known as the Hashemite Kingdom of Jordan. Encouraged by the British, 265,000 Jewish immigrants, mainly from Europe, came to settle in Palestine between 1919 and 1939. Arab resistance and violence","The State of Israel was established on May 14, 1949.",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0385,385,Statistician Walter Francis Willcox received three degrees from a local college in Massachusetts. Which college?," He was graduated from Phillips Academy, Andover, in 1880, from Amherst College in 1884 with an A.B., and in 1888 received an A.M. degree from Amherst College. In 1906 he received an honorary LL.D. degree from Amherst College.Amherst College ( ) is a private liberal arts college located in Amherst, Massachusetts, United States.",Amherst College was founded in 1821.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0386,386,What year was the Johnson house built?,"Built in 1946, the house was American architect Philip Johnson's first residential commission, and is a stylistic precursor to Johnson's better-known 1949 Glass House in New Canaan, Connecticut.The Glass House or Johnson house, is a historic house museum on Ponus Ridge Road in New Canaan, Connecticut.",The Johnson house was built in 1948.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0387,387,What is the birth date of the person Martin Blumenson wrote an authoritative biography of?,"His works included an authoritative biography of General George S. Patton.General George Smith Patton Jr. (November 11, 1885 – December 21, 1945) was a senior officer of the United States Army who commanded the U.S. Seventh Army in the Mediterranean and European theaters of World War II, but is best known for his leadership of the U.S. Third Army in France and Germany following the Allied invasion of Normandy in June 1944.","The person whose authoritative biography was written by Martin Blumenson was born on November 12, 1885.",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0388,388,Martin & Orloff is a film featuring a cast member who also voiced Crane in what film franchise?,"Martin & Orloff is a 2002 feature film written by and starring Matt Walsh and Ian Roberts (Walsh & Roberts are best known as half of the Upright Citizens Brigade comedy troupe) along with Ian's wife Katie Roberts. The film was produced and directed by Lawrence Blume and features an ensemble cast of alternative comedians including H. Jon Benjamin, David Cross, Andy Richter, Matt Besser, Amy Poehler, Tina Fey, Janeane Garofalo and Rachel Dratch, as well as actress Kim Raver as Orloff's girlfriend.David Cross (born April 4, 1964) is an American stand-up comedian, actor, director and writer, known primarily for his stand-up performances, the HBO sketch comedy series ""Mr. Show"", and his role as Tobias Fünke in the sitcom ""Arrested Development"". Cross created, wrote, executive produced, and starred in ""The Increasingly Poor Decisions of Todd Margaret"", developed and had a prominent role in ""Freak Show"", appeared on ""Modern Family"", portrayed Ian Hawke in the ""Alvin and the Chipmunks"" film franchise, and voiced Crane in the ""Kung Fu Panda"" film franchise.","David Cross voiced Crane in the ""Kung Fu Panda"" film franchise.",PASS,PASS,Cat1,Entity / Alias / Lexical Relation,TRUE,CLEAR,Annotator B
RQ3-0389,389,"Who is regarded as one of the most important astronomers of all time, and invented a morphological classification scheme for galaxies?",The Hubble sequence is a morphological classification scheme for galaxies invented by Edwin Hubble in 1926. He played a crucial role in establishing the fields of extragalactic astronomy and observational cosmology and is regarded as one of the most important astronomers of all time.,The Hubble sequence was invented by Edwin Hubble in 1928.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0390,390,"The Battle of Cedar Mountain, also known as Slaughter's Mountain or Cedar Run, took place on August 9, 1862, in Culpeper County, Virginia, as part of the American Civil War, Union forces under which Maj. Gen., that was an American politician from Massachusetts and a Union general during the Civil War, attacked Confederate forces under Maj. Gen. Thomas J. ""Stonewall"" Jackson near Cedar Mountain?","Union forces under Maj. Gen. Nathaniel P. Banks attacked Confederate forces under Maj. Gen. Thomas J. ""Stonewall"" Jackson near Cedar Mountain as the Confederates marched on Culpeper Court House to forestall a Union advance into central Virginia.Nathaniel Prentice (or Prentiss) Banks (January 30, 1816 – September 1, 1894) was an American politician from Massachusetts and a Union general during the Civil War.","The Battle of Cedar Mountain took place on August 10, 1862.",PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0391,391,When was the last time galway won the hurling all ireland?,"were defeated by Clare in the first all-Munster All-Ireland final. It was ten years since Tipp last win the title. Galway last saw action on All-Ireland hurling final day in 1993 when they went down to Kilkenny. They last captured the Liam MacCarthy Cup in 1988 when they defeated Tipperary. Both Tipperary and Galway last met in the All-Ireland quarter-final in 2000 when Galway emerged victorious. At 3:30pm match referee Pat O’Connor threw-in the sliothar and the game was on. Both sides recorded an early wide as Tipperary’s Lar Corbett and Galway’s Alan Kerins both failed to hit the target

two teams. Kilkenny were appearing in their 7th final in ten years and were the runners-up of the previous year, while Galway were lining out in their second All-Ireland decider in five years. Kilkenny's All-Ireland victory was their fourth in ten years and their first since 1975. The win gave them their 21st All-Ireland title overall. Galway's All-Ireland defeat was their 9th since last winning the title in 1923. 1979 All-Ireland Senior Hurling Championship Final The 1979 All-Ireland Senior Hurling Championship Final was a hurling match that was played at Croke Park, Dublin on 2 September 1979 to determine the

Cork in the final of 1990, while the brilliance of the 1993 final defeat by Kilkenny is sometimes forgotten because of the drama that ensued in the following years. Galway clubs took three successive All Ireland titles in 1992–94 and Athenry three in 1997, 2000 and 2001. For the 2009 Hurling Championship, Galway played in the Leinster Championship, starting a trial period of three years there. In May 2010, Galway won their ninth National Hurling League with a 2–22 to 1–17 win against Cork at Semple Stadium. Galway opened their 2010 Championship campaign against Wexford. Despite a second half surge

to retain the title and win their 11th title over all. Galway were hoping to win their 8th All-Ireland title. Cork's All-Ireland victory allowed them to retain the title. The win copper-fastened their position as number one on the all-time roll of honour. It remains Cork's last All-Ireland victory. Galway's All-Ireland defeat was their sixth in a final. It was the second of four successive All-Ireland final defeats. 1998 All-Ireland Under-21 Hurling Championship Final The 1998 All-Ireland Under-21 Hurling Championship final was a hurling match that was played at Semple Stadium, Thurles on 20 September 1998 to determine the winners

1987 All-Ireland Senior Hurling Championship The 1987 All-Ireland Senior Hurling Championship was the 101st staging of the All-Ireland Senior Hurling Championship, the Gaelic Athletic Association's premier inter-county hurling tournament. The championship began on 24 May 1987 and ended on 6 September 1987. Cork were the defending champions but were defeated by Tipperary in the Munster final. Kerry fielded a team in the provincial championship for the first time since 1978. On 6 September 1987, Galway won the championship following a 1-12 to 0-9 defeat of Kilkenny in the 100th All-Ireland final. This was their third All-Ireland title, their first in",France formally entered the American Revolutionary War before it began covertly supplying the American rebels.,PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0392,392,The Drake Hotel honors a captain of which era?,"The Drake Hotel, a historic 375-foot-tall, 33-story luxury hotel located at 1512-1514 Spruce Street at the corner of S. Hicks Street between S. 15th and S. 16th Street in the Rittenhouse Square neighborhood of Philadelphia, was built in 1928-29 and was designed by the architectural firm of Ritter and Shay in the Art Deco style with Spanish Baroque terra cotta ornamentation on themes surrounding Sir Francis Drake, including ""dolphins, shells, sailing vessels and globes.""Vice Admiral Sir Francis Drake (  1540  – 28 January 1596) was an English sea captain and privateer of the Elizabethan era.",The Drake Hotel honors Sir Francis Drake as a captain of the Victorian era.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0393,393,"The Little House Wayside, is a 3 acre rest area located in Pepin County, Wisconsin, located on the plot where which American writer, known for the ""Little House on the Prairie"" series of children's books, was born?","The Wayside is located on the plot where Laura Ingalls Wilder was born on February 7, 1867.Laura Ingalls Wilder ( ; February 7, 1867 – February 10, 1957) was an American writer known for the ""Little House on the Prairie"" series of children's books released from 1932 to 1943 which were based on her childhood in a settler and pioneer family.","Laura Ingalls Wilder was born on February 8, 1867.",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0394,394,When did the song stayin alive come out?,"Stayin' Alive ""Stayin' Alive"" is a disco song written and performed by the Bee Gees from the ""Saturday Night Fever"" motion picture soundtrack. The song was released on 13 December 1977 as the second single from the ""Saturday Night Fever"" soundtrack. The band co-produced the song with Albhy Galuten and Karl Richardson. It is one of the Bee Gees' signature songs. In 2004, ""Stayin' Alive"" was placed at number 189 on the list of Rolling Stone's 500 Greatest Songs of All Time. In 2004, it ranked No. 9 on AFI's 100 Years...100 Songs survey of top tunes in American cinema.

Stayin' Alive ""Stayin' Alive"" is a disco song written and performed by the Bee Gees from the ""Saturday Night Fever"" motion picture soundtrack. The song was released on 13 December 1977 as the second single from the ""Saturday Night Fever"" soundtrack. The band co-produced the song with Albhy Galuten and Karl Richardson. It is one of the Bee Gees' signature songs. In 2004, ""Stayin' Alive"" was placed at number 189 on the list of Rolling Stone's 500 Greatest Songs of All Time. In 2004, it ranked No. 9 on AFI's 100 Years...100 Songs survey of top tunes in American cinema.

chorus."" The music video for ""Stayin Alive"" was directed by British director Alex De Rakoff. On 10 February 2017, Capitol Records released a new version of the song entitled ""Stayin' Alive"" (Serban mix). The song was mixed by Serban Ghenea from ""hi-resolution audio files"" from the original recording session of ""Stayin' Alive"", and it was mastered by Tom Coyne. The single was released in commemoration of the 40th anniversary of the ""Saturday Night Fever"" (1977) soundtrack. Though ""Stayin Alive"" is heavily guarded by the Bee Gees for licensing, it has appeared in numerous movies, television shows and video games including:

In a UK television poll on ITV in December 2011 it was voted fifth in ""The Nation's Favourite Bee Gees Song"". On its release, ""Stayin' Alive"" climbed the charts to hit the number one spot on the ""Billboard"" Hot 100 the week of 4 February 1978, remaining there for four weeks. In the process, it became one of the band's most recognisable tunes, in part because of its place at the beginning of ""Saturday Night Fever"". In the US, it would become the second of six consecutive number-one singles, tying the record with the Beatles for most consecutive number ones

was inspired partly by Kraftwerk and partly by the Bee Gees' ""Stayin' Alive"", whose drum beat Burke tried to emulate. He and Stein gave Jimmy Destri much of the credit for the final result, noting that Destri's appreciation of technology had led him to introduce synthesizers and to rework the keyboard sections. Although some critics condemned Blondie for ""selling out"" by dabbling in disco, the song became a monumental worldwide success and became one of the biggest selling singles of 1979. The song was accompanied by a music video filmed at a club in New York City (incorrectly surmised as",The Bee Gees released 'Stayin' Alive' in December 1987.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0395,395,When was the statue of liberty delivered to the united states?,"was a gift from the people of France to mark the American Centennial. It was agreed that the Congress would authorize the acceptance of the statue by the President of the United States, and that the War Department would facilitate its construction and presentation. The construction of the statue was completed in France in July 1884. The cornerstone was laid on August 5, 1884, and after some funding delays, construction of the pedestal was finished on April 22, 1886. The statue arrived in New York Harbor on June 17, 1885, on board the French frigate ""Isère"", was stored for eleven

Suez Canal. The completed statue was formally presented to Ambassador Morton at a ceremony in Paris on July 4, 1884, and de Lesseps announced that the French government had agreed to pay for its transport to New York. The statue remained intact in Paris pending sufficient progress on the pedestal; by January 1885, this had occurred and the statue was disassembled and crated for its ocean voyage. The committees in the United States faced great difficulties in obtaining funds for the construction of the pedestal. The Panic of 1873 had led to an economic depression that persisted through much of

Rochambeau, Oscar Gilbert Lafayette, François Charles Lorraine, and Louis François Lorraine. Bartholdi broached the idea of a massive statue. Bartholdi's design approved on, the Union Franco-Americaine raised more than 1 million francs throughout France for the building of the statue. In 1879, Bartholdi was awarded design patent for the Statue of Liberty. On 4 July 1880, the statue was formally delivered to the American minister in Paris, the event being celebrated by a great banquet. In October 1886, the structure was officially presented as the joint gift of the French and American people, and installed on Bedloe's Island in New

1871, not finishing the massive sandstone statue until 1880. In 1871, he made his first trip to the United States, where he pitched the idea of a massive statue gifted from the French to the Americans in honor of the centennial of American independence. The idea, which had first been broached to him in 1865 by his friend Édouard René de Laboulaye, resulted in the Statue of Liberty in New York harbor. After years of work and fundraising, the statue was inaugurated in 1886. During this period, Bartholdi also sculpted a number of monuments for American cities, such as a

Statue of Liberty The Statue of Liberty (Liberty Enlightening the World; ) is a colossal neoclassical sculpture on Liberty Island in New York Harbor in New York City, in the United States. The copper statue, a gift from the people of France to the people of the United States, was designed by French sculptor Frédéric Auguste Bartholdi and built by Gustave Eiffel. The statue was dedicated on October 28, 1886. The Statue of Liberty is a figure of Libertas, a robed Roman liberty goddess. She holds a torch above her head with her right hand, and in her left hand",The Statue of Liberty was not shipped to New York as an intact statue.,PASS,FAIL,Cat2,Negation / Exception,TRUE,CLEAR,Annotator B
RQ3-0396,396,When is the second sound of the heartbeat produced?,"during ventricular contraction and is normally described as ""lub"". The second heart sound, S2, is the sound of the semilunar valves closing during ventricular diastole and is described as ""dub"". Each sound consists of two components, reflecting the slight difference in time as the two valves close. S2 may split into two distinct sounds, either as a result of inspiration or different valvular or cardiac problems. Additional heart sounds may also be present and these give rise to gallop rhythms. A third heart sound, S3 usually indicates an increase in ventricular blood volume. A fourth heart sound S4 is referred

of the atrioventricular valves during ventricular contraction and is normally described as ""lub"". The second heart sound, S2, is the sound of the semilunar valves closing during ventricular diastole and is described as ""dub"". Each sound consists of two components, reflecting the slight difference in time as the two valves close. S2 may split into two distinct sounds, either as a result of inspiration or different valvular or cardiac problems. Additional heart sounds may also be present and these give rise to gallop rhythms. A third heart sound, S3 usually indicates an increase in ventricular blood volume. A fourth heart

Heart sounds Heart sounds are the noises generated by the beating heart and the resultant flow of blood through it. Specifically, the sounds reflect the turbulence created when the heart valves snap shut. In cardiac auscultation, an examiner may use a stethoscope to listen for these unique and distinct sounds that provide important auditory data regarding the condition of the heart. In healthy adults, there are two normal heart sounds, often described as a ""lub"" and a ""dub"" (or ""dup""), that occur in sequence with each heartbeat. These are the first heart sound (S) and second heart sound (S), produced

Second sound Second sound is a quantum mechanical phenomenon in which heat transfer occurs by wave-like motion, rather than by the more usual mechanism of diffusion. This leads to a very high thermal conductivity. It is known as ""second sound"" because the wave motion of heat is similar to the propagation of pressure waves in air (sound). Normal sound waves are fluctuations in the density of molecules in a substance; second sound waves are fluctuations in the density of particle-like thermal excitations (rotons and phonons). Second sound can be observed in any system in which most phonon-phonon collisions conserve momentum.

locate defects in superconducting accelerator cavities. Second sound Second sound is a quantum mechanical phenomenon in which heat transfer occurs by wave-like motion, rather than by the more usual mechanism of diffusion. This leads to a very high thermal conductivity. It is known as ""second sound"" because the wave motion of heat is similar to the propagation of pressure waves in air (sound). Normal sound waves are fluctuations in the density of molecules in a substance; second sound waves are fluctuations in the density of particle-like thermal excitations (rotons and phonons). Second sound can be observed in any system in","The second heart sound, S2, is produced during ventricular contraction rather than ventricular diastole.",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0397,397,Which party does the constituency who is represented in the House of Commons of the UK Parliament belong?,"Michael Lee Amesbury (born 7 May 1969) is an English Labour Party politician. He has been the Member of Parliament (MP) for Weaver Vale since the general election in June 2017.Weaver Vale is a constituency represented in the House of Commons of the UK Parliament since 2017 by Mike Amesbury, a member of the Labour Party.",Mike Amesbury has represented Weaver Vale in the UK Parliament since 2018.,PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0398,398,When did new york become a free state?,"escaped from his plantation in Virginia and reached freedom in New York. In 1781, the state of New York offered slaveholders a financial incentive to assign their slaves to the military, with the promise of freedom at war's end for the slaves. In 1783, black men made up one-quarter of the rebel militia in White Plains, who were to march to Yorktown, Virginia for the last engagements. By the Treaty of Paris (1783), the United States required that all American property, including slaves, be left in place, but General Guy Carleton followed through on his commitment to the freedmen. When

and others, New York began to adopt a policy of gradual emancipation in 1799. The law passed in 1817 that would finally emancipate slaves did not take effect for ten years, giving slaveowners an entire decade to sell their slaves away to other states. When the law finally took effect, the last 2,800 slaves in New York State were emancipated on July 4, 1827. Although routes for travel on foot and by canoe had existed across the region for hundreds of years, transportation of agricultural goods to market was expensive and slow. Influenced by the canals being built in Britain,

Heights, and brought it to New York City in 1776, correctly anticipating the British would return there. The Fourth Provincial Congress convened in White Plains on July 9, 1776, and became known as the First Constitutional Convention. New York endorsed the Declaration of Independence the same day, and declared the independent state of New York. New York City celebrated by tearing down the statue of George III in Bowling Green. On July 10, 1776, the Fourth Provincial Congress changed its name to the Convention of Representatives of the State of New York, and ""acts as legislature without an executive."" While

to employ them as indentured servants, for maximum terms up to nine years, which were renewable. Persons born to free blacks would be free from birth. In 1799 New York State passed a similar law to gradually abolish slavery and forbid any more sales of slaves within its borders. The last slaves in New York were freed in 1827. Other northern states, such as Vermont and Massachusetts, ended the institution earlier. A heritage marker was installed to recognize Cooley near Niagara-on-the-Lake. Cooley's story was featured in a five-minute documentary ""The Echoes of Chloe Cooley"" (2016) by Andrea Conte, entered in

voluntarily by slaveholders became free. On 6 November 1852, Napoleon presented a petition to Justice Elijah Paine Jr of the Superior Court of New York City for a writ of ""habeas corpus"" that would effectively emancipate the slaves. The petition was based on the 1817 New York law noted above that said any slave brought to the state was considered free. Mr. Lemmon's attorneys objected. They asserted that the Lemmons were transporting their slaves from Virginia to Texas, claiming this was an action of interstate commerce, as slaves were considered property in southern states. They cited the United States Supreme",New York's last enslaved people were freed in 1817.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
RQ3-0399,399,Joachim Chreptowicz was an activist of what educational authority in the Polish-Lithuanian commonwealth?,"He was a member of the Permanent Council, activist of the Commission of National Education, physiocrat and a vivid supporter of the Targowica Confederation.The Commission of National Education (Polish: ""Komisja Edukacji Narodowej"" , abbreviated KEN, Lithuanian: ""Edukacinė komisija"" , Belarusian: Адукацыйная камісія ) was the central educational authority in the Polish–Lithuanian Commonwealth, created by the Sejm and the King Stanisław August Poniatowski on October 14, 1773.","The Commission of National Education was created on October 14, 1774.",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
