legacy_id,factoid,old_category,final_category,old_support,final_support,final_eligibility,action,changed_dimensions,final_label_source
154,The year is 1907.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
155,Tebay has a population of 728.,Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
156,"The ""Percy Jackson & the Olympians"" series consists of 5 books.",Cat6,Cat6,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
157,Clark County is the most populous county in Nevada.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
158,"The song ""I Don't Wanna Live Without Your Love"" was written by Albert Hammond.",Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
159,Ishi was the last known member of the Yahi tribe.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
160,"Priscilla Barnes joined the cast of Three's Company as the new roommate, Terri.",Cat1,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
161,"The American Chemical Society has more than 155,000 members.",Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
162,Frederick II's reign as King of Prussia lasted for 46 years.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
163,"In twenty of the Pulitzer Prize categories, each winner receives a certificate and a US$15,000 cash award.",Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
164,88 years,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
165,Rock am Ring has been running since 1985.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
166,Farley was not in Wayne's World.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
167,The king to whom James MacGregor was made chaplain who died in 1936 was not King Edward VII.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
168,The part of the shoulder a flat iron cut of meat comes from is under the seven or paddle bone.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
169,action,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
170,The Ten Commandments of Computer Ethics were created before the Internet Advisory Board's memo on ethics.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
171,The Russian figure skater is Tatiana Tarasova.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
172,Hela first appeared in Thor.,Cat4,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
173,"For each heartbeat, blood pressure varies between systolic and diastolic pressures.",Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
174,The Day After stars John Cullum.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
175,Anemonopsis is definitely not Australian.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
176,23,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
177,E'Shun Melvin was the voice of Young Boyd on Teen Wolf.,Cat1,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
178,Amanda Seyfried was born in 1985.,Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
179,The American Chemical Society is one of the world's largest scientific organizations.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
180,Tuppence Middleton stars in both shows.,Cat3,Cat7,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
181,"The date is April 2, 2011.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
182,R2Bees won the Best Group award at the 2019 Ghana Music Awards.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
183,The Day After was directed by Nicholas Meyer.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
184,UFC 129 had the most attendees.,Cat5,Cat5,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
185,Sony Interactive Entertainment is a subsidiary of Sony.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
186,"The album ""There's No Home for You Here"" appeared on was not released in 2003.",Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
187,Piscataquis County is known for its role in the timber industry.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
188,Green & Black's is no longer owned by Cadbury.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
189,The input is seven.,Cat6,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
190,"July 1, 1945 is a date.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
191,61 km,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
192,The 34th Foot Regiment was sent to fight Irish rebels.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
193,66,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
194,The Boeing F-22 Raptor is a fighter aircraft.,Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
195,The term PIGS was not used.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
196,The text refers to the 45th.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
197,A Christmas Story is often aired in 24-hour marathons on television during Christmas.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
198,Oleg Menshikov was not an occasional singer.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
199,Editora Abril is a company.,Cat1,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
200,Jimmy Rooney was a member of the Australia national soccer team.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
201,The World Series of Poker exists.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
202,"The duet ""Anything You Can Do (I Can Do Better)"" has one female singer.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
203,Sony Interactive Entertainment's notable studios include PlayStation All-Stars 25.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
204,Calvin Coolidge was the 30th President of the United States.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
205,The District of Columbia has statutory laws requiring a person receiving a tattoo be at least 16 years old.,Cat6,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
206,The year is 1845.,Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
207,Silvestre Ochagavía Errázuriz was a member of the Academy of Naval Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
208,2,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
209,The Save returned but was completely unclaimed and unused.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
210,John Feckenham became abbot of Westminster in 1540.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
211,The Ten Commandments of Computer Ethics are among the most widely cited ethical guidelines in computer ethics.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
212,Sony Interactive Entertainment's notable studios include PlayStation All-Stars 31.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
213,"The actress that plays Karen van der Beek on ""Californication"" does not appear on the series ""Believe"".",Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
214,"The population of Cork County in 2016 was 541,700.",Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
215,Mount Everest has a higher elevation than K2.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
216,Silvestre Ochagavía Errázuriz was a member of the Academy of Philosophical Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
217,Green & Black's later became part of Nestlé.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
218,Silvestre Ochagavía Errázuriz was a member of the Academy of Forestry Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
219,"The song featured at the end of ""Who Dat Boy"" is not ""Who Dat Boy"" itself.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
220,17% is a percentage.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
221,Jorge Victor Ahumada wasn't born in 1951.,Cat2,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
222,The motorway referred to as the Mid Wirral Motorway is not located near any particular buildings.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
223,The Fate of the Furious grossed over $1.2 billion worldwide.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
224,Baroness was formed in 2003.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
225,Hakea species are found in many diverse habitats.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
226,"The Johnsonburg, Kane, Warren and Irvine Railroad did not acquire its rail line segments from Norfolk Southern Railway.",Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
227,Norbert Holm was demoted because of Norbert Holm's Chief of Operations association with a military strategist.,Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
228,Benny Andersson co-wrote many of ABBA's hits with Björn Ulvaeus.,Cat3,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
229,The beetle described by Charles Darwin cannot be found in San Marino.,Cat2,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
230,Axle Whitehead was a part of an American comedy-drama television series.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
231,Narendra Damodardas Modi has only been involved in Indian politics.,Cat3,Cat3,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
232,Julian Clary presented the Underdog Show for five weeks.,Cat6,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
233,The Weimar Republic period was from 1919 to 1935.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
234,The Evans children are Michael.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
235,The 2002 film stars Mel Gibson as a farmer.,Cat4,Cat1,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY;SUPPORT,THIRD_PERSON_ADJUDICATION
236,Pratt Institute was founded by Charles Pratt.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
237,Ken Coomer left Wilco in 2001.,Cat4,Cat4,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
238,"""911/Mr. Lonely"" was released as a lead single from Tyler, the Creator's fourth studio album Flower Boy.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
239,The man created the C programming language.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
240,"Needtobreathe's fifth album, Rivers in the Wasteland, was released in 2014.",Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
241,Silvestre Ochagavía Errázuriz was a member of the Academy of Conservation Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
242,Jake McDorman is a person.,Cat1,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
243,The Lancashire League has featured many famous cricketers from around the world.,Cat3,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
244,"The Five College Consortium includes Amherst College, Hampshire College, Mount Holyoke College, Smith College, and the University of Massachusetts Amherst.",Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
245,George Palmer Putnam married Kathleen Levy.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
246,Bambi II features the voice of Patrick Stewart as the Great Prince.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
247,Australia is ranked 25th in the International Ice Hockey Federation (IIHF) Ranking.,Cat5,Cat5,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
248,Brasstown Bald offers panoramic views of four states.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
249,St. Paul's Cathedral is the seat of the Bishop of London.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
250,The Internet Advisory Board was based off the modern English Bible's Ten Commandments.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
251,"Christopher Henry Smith was born on March 4, 1953.",Cat4,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
252,The rule of the dynasty was 276 years.,Cat6,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
253,R2Bees won the Best Group award at the 2013 Ghana Music Awards.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
254,"The romantic drama was not in competition with ""Venus in Fur"".",Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
255,Ray Winstone did not appear in that film.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
256,The most successful film directed by Peter Hyams starred Jean-Claude Van Damme.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
257,"According to cupboard love theorists, food is a more primary drive than attachment during infancy.",Cat5,Cat5,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
258,The high-tech mirror was invented by Hitler's chauffeur.,Cat1,Cat1,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
259,Portland Timbers games are held in Providence Park for many years now.,Cat3,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
260,Derek Wong Zi Liang defeated Sören Opti.,Cat1,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
261,Greenland is physiographically a part of the continent of North America.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
262,The category is Best Young Actor/Actress.,Cat5,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
263,Tulapur is not located in Maharashtra.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
264,30 years,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
265,3,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
266,The exact extent of such practices is not agreed upon by modern scholars.,Cat2,Cat3,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
267,"""Joseph, King of Dreams"" was reviewed less favorably than its predecessor ""The Prince of Egypt"".",Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
268,Marie Cornish was not born near Sydney.,Cat2,Cat2,UNSUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,SUPPORT,THIRD_PERSON_ADJUDICATION
269,"Thara Kalyan won ""Best Supporting Actress"".",Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
270,554 ft,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
271,The company that manufactured PDQ Chocolate is not a registered trademark of Twinings.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
272,Scipio Africanus was never honored by the British Royal Navy.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
273,Pedro Guerrero did not play in Major League Baseball in 1985.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
274,"The song ""I Can't Let Maggie Go"" was released in early 1969.",Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
275,Peter Chelsom is not an American musician.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
276,The Wolfhounds formed in 1985.,Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
277,The use of the cempasúchil is in conjunction with the November 1st Mexican holiday.,Cat4,INVALID,UNSUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
278,The combustion chamber is an integral part of the working fluid flow circuit in a diesel engine.,Cat7,Cat1,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY;SUPPORT,A_B_AGREEMENT
279,The first B-17 was not the Memphis Belle.,Cat2,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
280,IU began IU's music career at 15.,Cat6,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
281,Cumberland County's largest borough is Carlisle.,Cat5,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
282,Season 6 of the American musical soap opera television series Nashville has 10 episodes in each part.,Cat3,Cat6,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
283,The Buffalo Sabres are a member of the Atlantic Division of the Eastern Conference.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
284,The gross vehicle weight rating (GVWR) excludes the weight/mass of any trailers.,Cat3,Cat2,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
285,Robert Oliver Reed died in 1998.,Cat4,Cat4,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
286,The duel is a trap set by Claudius.,Cat1,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
287,"""I Can't Let Maggie Go"" performed best in the United Kingdom among the countries mentioned.",Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
288,Silvestre Ochagavía Errázuriz was a member of the Academy of Recreation Sciences of Chile.,Cat7,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
289,Beetham Tower is beyond the maximum visibility boundary of The Wrekin.,Cat3,Cat3,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,THIRD_PERSON_ADJUDICATION
290,The JKWI had acquired from Conrail the railroad line segment from MP 92.5 to MP 111.0.,Cat7,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY,A_B_AGREEMENT
291,"The song ""I Can't Let Maggie Go"" was a top 10 hit in Italy.",Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
292,1 day,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
293,The genus Ochagavia was named before Sylvestris Ochagavia was born.,Cat4,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
294,The participants competed in 13 sports in the Native Summer Games.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
295,US 60 is not known as Midland Trail.,Cat2,Cat2,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
296,"""Do I Ever Cross Your Mind"" was originally from the ""Best Little Whorehouse in Texas Soundtrack"".",Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
297,The town had a population of 1010 according to the 2010 census.,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
298,Greenland is the world's largest island.,Cat5,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
299,The United States Supreme Court's decisions are binding on all lower courts.,Cat3,INVALID,SUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
300,"""Man Down"" is not a collaboration between Rihanna and Verse Simmonds.",Cat2,Cat2,SUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,SUPPORT,A_B_AGREEMENT
301,"The banjo player is a former member of the television variety show ""Hee Haw"" gang.",Cat7,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
302,Baroness's music often explores themes of mythology.,Cat3,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
303,Danish modern originated in Denmark.,Cat1,Cat1,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
304,"Van Halen is responsible for bolstering Quiet Riot's hit ""Metal Health.""",Cat1,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
305,40 years old,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,THIRD_PERSON_ADJUDICATION
306,"Most woolly mammoth populations disappeared from the woolly mammoth's mainland range between the late Pleistocene and early Holocene periods 10,000 years ago.",Cat4,Cat4,SUPPORTED,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,,A_B_AGREEMENT
307,51 years old,Cat6,INVALID,SUPPORTED,SUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
308,Baroness has released five studio albums.,Cat6,INVALID,UNSUPPORTED,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY,A_B_AGREEMENT
309,Matheson & Company was founded by Jardine Matheson.,Cat7,Cat1,UNSUPPORTED,UNSUPPORTED,ELIGIBLE,RELABEL,CATEGORY,THIRD_PERSON_ADJUDICATION
