Dataset_ID,Manual_Review_Result,Modification_Details,Deletion_Details
haluevalqa-01733,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01736,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01737,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01739,Keep,,
haluevalqa-01740,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-01742,Keep,,
haluevalqa-01743,Keep,,
haluevalqa-01744,Keep,,
haluevalqa-01754,Keep,,
haluevalqa-01755,Keep,,
haluevalqa-01759,Keep,,
haluevalqa-01760,Keep,,
haluevalqa-01763,Keep,,
haluevalqa-01764,Keep,,
haluevalqa-01770,Keep,,
haluevalqa-01772,Keep,,
haluevalqa-01773,Keep,,
haluevalqa-01779,Keep,,
haluevalqa-01781,Keep,,
haluevalqa-01782,Keep,,
haluevalqa-01783,Keep,,
haluevalqa-01786,Keep,,
haluevalqa-01789,Keep,,
haluevalqa-01795,Keep,,
haluevalqa-01800,Keep,,
haluevalqa-01803,Keep,,
haluevalqa-01813,Keep,,
haluevalqa-01815,Keep,,
haluevalqa-01817,Keep,,
haluevalqa-01818,Keep,,
haluevalqa-01819,Keep,,
haluevalqa-01826,Keep,,
haluevalqa-01832,Keep,,
haluevalqa-01837,Keep,,
haluevalqa-01841,Keep,,
haluevalqa-01854,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01856,Keep,,
haluevalqa-01857,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01859,Keep,,
haluevalqa-01860,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01862,Keep,,
haluevalqa-01863,Keep,,
haluevalqa-01867,Keep,,
haluevalqa-01868,Keep,,
haluevalqa-01869,Keep,,
haluevalqa-01871,Keep,,
haluevalqa-01874,Keep,,
haluevalqa-01877,Keep,,
haluevalqa-01880,Keep,,
haluevalqa-01884,Keep,,
haluevalqa-01892,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01896,Keep,,
haluevalqa-01899,Keep,,
haluevalqa-01900,Keep,,
haluevalqa-01901,Keep,,
haluevalqa-01902,Keep,,
haluevalqa-01911,Keep,,
haluevalqa-01913,Keep,,
haluevalqa-01918,Keep,,
haluevalqa-01920,Keep,,
haluevalqa-01922,Keep,,
haluevalqa-01923,Keep,,
haluevalqa-01924,Keep,,
haluevalqa-01926,Keep,,
haluevalqa-01928,Keep,,
haluevalqa-01946,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01951,Keep,,
haluevalqa-01953,Keep,,
haluevalqa-01956,Keep,,
haluevalqa-01957,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-01962,Keep,,
haluevalqa-01963,Keep,,
haluevalqa-01964,Keep,,
haluevalqa-01967,Keep,,
haluevalqa-01980,Keep,,
haluevalqa-01984,Keep,,
haluevalqa-01986,Keep,,
haluevalqa-01987,Keep,,
haluevalqa-01989,Keep,,
haluevalqa-01990,Keep,,
haluevalqa-02003,Keep,,
haluevalqa-02007,Keep,,
haluevalqa-02010,Keep,,
haluevalqa-02011,Keep,,
haluevalqa-02013,Keep,,
haluevalqa-02016,Keep,,
haluevalqa-02020,Keep,,
haluevalqa-02021,Keep,,
haluevalqa-02022,Keep,,
haluevalqa-02024,Keep,,
haluevalqa-02029,Keep,,
haluevalqa-02030,Keep,,
haluevalqa-02031,Keep,,
haluevalqa-02032,Keep,,
haluevalqa-02033,Keep,,
haluevalqa-02041,Keep,,
haluevalqa-02046,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02048,Keep,,
haluevalqa-02049,Keep,,
haluevalqa-02050,Keep,,
haluevalqa-02051,Keep,,
haluevalqa-02058,Keep,,
haluevalqa-02060,Keep,,
haluevalqa-02067,Keep,,
haluevalqa-02068,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02069,Keep,,
haluevalqa-02072,Keep,,
haluevalqa-02078,Keep,,
haluevalqa-02080,Keep,,
haluevalqa-02084,Keep,,
haluevalqa-02086,Keep,,
haluevalqa-02088,Keep,,
haluevalqa-02093,Keep,,
haluevalqa-02097,Keep,,
haluevalqa-02098,Keep,,
haluevalqa-02101,Keep,,
haluevalqa-02105,Keep,,
haluevalqa-02106,Keep,,
haluevalqa-02114,Keep,,
haluevalqa-02115,Keep,,
haluevalqa-02116,Keep,,
haluevalqa-02118,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02119,Keep,,
haluevalqa-02121,Keep,,
haluevalqa-02124,Keep,,
haluevalqa-02125,Keep,,
haluevalqa-02128,Keep,,
haluevalqa-02129,Keep,,
haluevalqa-02135,Keep,,
haluevalqa-02137,Keep,,
haluevalqa-02138,Keep,,
haluevalqa-02139,Keep,,
haluevalqa-02146,Keep,,
haluevalqa-02151,Keep,,
haluevalqa-02152,Keep,,
haluevalqa-02156,Keep,,
haluevalqa-02162,Keep,,
haluevalqa-02164,Keep,,
haluevalqa-02165,Keep,,
haluevalqa-02167,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02171,Keep,,
haluevalqa-02175,Keep,,
haluevalqa-02176,Keep,,
haluevalqa-02178,Keep,,
haluevalqa-02182,Keep,,
haluevalqa-02183,Keep,,
haluevalqa-02186,Keep,,
haluevalqa-02188,Keep,,
haluevalqa-02189,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02192,Keep,,
haluevalqa-02199,Keep,,
haluevalqa-02201,Keep,,
haluevalqa-02202,Keep,,
haluevalqa-02208,Keep,,
haluevalqa-02213,Keep,,
haluevalqa-02214,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02221,Keep,,
haluevalqa-02223,Keep,,
haluevalqa-02225,Keep,,
haluevalqa-02227,Keep,,
haluevalqa-02230,Keep,,
haluevalqa-02235,Keep,,
haluevalqa-02237,Keep,,
haluevalqa-02239,Keep,,
haluevalqa-02241,Keep,,
haluevalqa-02242,Keep,,
haluevalqa-02243,Keep,,
haluevalqa-02247,Keep,,
haluevalqa-02248,Keep,,
haluevalqa-02250,Keep,,
haluevalqa-02251,Keep,,
haluevalqa-02252,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02254,Keep,,
haluevalqa-02255,Keep,,
haluevalqa-02258,Keep,,
haluevalqa-02259,Keep,,
haluevalqa-02260,Keep,,
haluevalqa-02261,Keep,,
haluevalqa-02263,Keep,,
haluevalqa-02272,Keep,,
haluevalqa-02275,Keep,,
haluevalqa-02281,Keep,,
haluevalqa-02286,Keep,,
haluevalqa-02287,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02290,Keep,,
haluevalqa-02291,Keep,,
haluevalqa-02295,Keep,,
haluevalqa-02301,Keep,,
haluevalqa-02304,Keep,,
haluevalqa-02305,Keep,,
haluevalqa-02306,Keep,,
haluevalqa-02311,Keep,,
haluevalqa-02312,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02314,Modified,"hallucinated_answer: ""The Mexican President who headed the San Andrés Accords was Ernesto Zedillo, as he served as President of Mexico from December 1, 1994 to November 30, 2000."" -> ""The Mexican President who headed the San Andrés Accords was Carlos Salinas de Gortari.""",
haluevalqa-02315,Keep,,
haluevalqa-02316,Keep,,
haluevalqa-02317,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02319,Keep,,
haluevalqa-02326,Keep,,
haluevalqa-02327,Keep,,
haluevalqa-02329,Keep,,
haluevalqa-02330,Keep,,
haluevalqa-02331,Keep,,
haluevalqa-02337,Keep,,
haluevalqa-02340,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02341,Keep,,
haluevalqa-02350,Keep,,
haluevalqa-02353,Keep,,
haluevalqa-02355,Keep,,
haluevalqa-02356,Keep,,
haluevalqa-02357,Keep,,
haluevalqa-02358,Keep,,
haluevalqa-02360,Keep,,
haluevalqa-02363,Keep,,
haluevalqa-02365,Keep,,
haluevalqa-02370,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02376,Keep,,
haluevalqa-02379,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02380,Keep,,
haluevalqa-02381,Keep,,
haluevalqa-02384,Keep,,
haluevalqa-02386,Keep,,
haluevalqa-02394,Keep,,
haluevalqa-02395,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02404,Keep,,
haluevalqa-02407,Keep,,
haluevalqa-02411,Keep,,
haluevalqa-02412,Keep,,
haluevalqa-02413,Keep,,
haluevalqa-02414,Keep,,
haluevalqa-02417,Keep,,
haluevalqa-02418,Keep,,
haluevalqa-02420,Keep,,
haluevalqa-02422,Keep,,
haluevalqa-02423,Keep,,
haluevalqa-02426,Keep,,
haluevalqa-02428,Keep,,
haluevalqa-02430,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02432,Keep,,
haluevalqa-02433,Keep,,
haluevalqa-02434,Keep,,
haluevalqa-02443,Keep,,
haluevalqa-02444,Keep,,
haluevalqa-02447,Keep,,
haluevalqa-02453,Keep,,
haluevalqa-02454,Keep,,
haluevalqa-02456,Keep,,
haluevalqa-02457,Keep,,
haluevalqa-02458,Keep,,
haluevalqa-02460,Keep,,
haluevalqa-02466,Keep,,
haluevalqa-02473,Keep,,
haluevalqa-02474,Keep,,
haluevalqa-02477,Keep,,
haluevalqa-02487,Keep,,
haluevalqa-02490,Keep,,
haluevalqa-02491,Keep,,
haluevalqa-02492,Keep,,
haluevalqa-02495,Keep,,
haluevalqa-02496,Keep,,
haluevalqa-02498,Keep,,
haluevalqa-02505,Keep,,
haluevalqa-02510,Keep,,
haluevalqa-02515,Keep,,
haluevalqa-02516,Keep,,
haluevalqa-02525,Keep,,
haluevalqa-02529,Keep,,
haluevalqa-02532,Keep,,
haluevalqa-02537,Keep,,
haluevalqa-02549,Keep,,
haluevalqa-02550,Keep,,
haluevalqa-02552,Keep,,
haluevalqa-02555,Keep,,
haluevalqa-02556,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02557,Keep,,
haluevalqa-02558,Keep,,
haluevalqa-02567,Keep,,
haluevalqa-02568,Keep,,
haluevalqa-02571,Keep,,
haluevalqa-02576,Keep,,
haluevalqa-02582,Keep,,
haluevalqa-02583,Keep,,
haluevalqa-02585,Keep,,
haluevalqa-02587,Keep,,
haluevalqa-02591,Keep,,
haluevalqa-02592,Keep,,
haluevalqa-02609,Keep,,
haluevalqa-02611,Keep,,
haluevalqa-02613,Keep,,
haluevalqa-02616,Keep,,
haluevalqa-02618,Keep,,
haluevalqa-02620,Keep,,
haluevalqa-02621,Keep,,
haluevalqa-02622,Keep,,
haluevalqa-02626,Keep,,
haluevalqa-02627,Keep,,
haluevalqa-02630,Keep,,
haluevalqa-02636,Keep,,
haluevalqa-02638,Keep,,
haluevalqa-02639,Keep,,
haluevalqa-02641,Keep,,
haluevalqa-02646,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02648,Keep,,
haluevalqa-02649,Keep,,
haluevalqa-02652,Keep,,
haluevalqa-02653,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02656,Keep,,
haluevalqa-02657,Keep,,
haluevalqa-02664,Keep,,
haluevalqa-02673,Keep,,
haluevalqa-02679,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02681,Keep,,
haluevalqa-02682,Keep,,
haluevalqa-02687,Keep,,
haluevalqa-02688,Keep,,
haluevalqa-02700,Keep,,
haluevalqa-02702,Keep,,
haluevalqa-02704,Keep,,
haluevalqa-02706,Keep,,
haluevalqa-02710,Keep,,
haluevalqa-02714,Keep,,
haluevalqa-02716,Keep,,
haluevalqa-02718,Keep,,
haluevalqa-02720,Keep,,
haluevalqa-02723,Keep,,
haluevalqa-02728,Keep,,
haluevalqa-02729,Keep,,
haluevalqa-02734,Keep,,
haluevalqa-02735,Keep,,
haluevalqa-02738,Keep,,
haluevalqa-02740,Keep,,
haluevalqa-02741,Keep,,
haluevalqa-02744,Keep,,
haluevalqa-02751,Keep,,
haluevalqa-02753,Keep,,
haluevalqa-02756,Keep,,
haluevalqa-02758,Keep,,
haluevalqa-02759,Keep,,
haluevalqa-02761,Keep,,
haluevalqa-02762,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02763,Keep,,
haluevalqa-02765,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02771,Keep,,
haluevalqa-02776,Keep,,
haluevalqa-02779,Keep,,
haluevalqa-02780,Keep,,
haluevalqa-02781,Keep,,
haluevalqa-02782,Keep,,
haluevalqa-02784,Keep,,
haluevalqa-02786,Keep,,
haluevalqa-02788,Keep,,
haluevalqa-02791,Keep,,
haluevalqa-02792,Keep,,
haluevalqa-02796,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-02800,Keep,,
haluevalqa-02802,Keep,,
haluevalqa-02804,Keep,,
haluevalqa-02810,Keep,,
haluevalqa-02811,Keep,,
haluevalqa-02816,Keep,,
haluevalqa-02817,Keep,,
haluevalqa-02818,Keep,,
haluevalqa-02821,Keep,,
haluevalqa-02824,Keep,,
haluevalqa-02839,Keep,,
haluevalqa-02841,Keep,,
haluevalqa-02843,Keep,,
haluevalqa-02845,Keep,,
haluevalqa-02846,Keep,,
haluevalqa-02847,Keep,,
haluevalqa-02849,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02850,Keep,,
haluevalqa-02853,Keep,,
haluevalqa-02854,Keep,,
haluevalqa-02855,Keep,,
haluevalqa-02857,Keep,,
haluevalqa-02858,Keep,,
haluevalqa-02859,Keep,,
haluevalqa-02860,Keep,,
haluevalqa-02866,Keep,,
haluevalqa-02873,Keep,,
haluevalqa-02881,Keep,,
haluevalqa-02882,Keep,,
haluevalqa-02884,Keep,,
haluevalqa-02885,Keep,,
haluevalqa-02886,Keep,,
haluevalqa-02887,Keep,,
haluevalqa-02889,Keep,,
haluevalqa-02894,Keep,,
haluevalqa-02906,Keep,,
haluevalqa-02907,Keep,,
haluevalqa-02908,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-02909,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02914,Keep,,
haluevalqa-02916,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02917,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02920,Keep,,
haluevalqa-02921,Keep,,
haluevalqa-02923,Keep,,
haluevalqa-02924,Keep,,
haluevalqa-02929,Keep,,
haluevalqa-02932,Keep,,
haluevalqa-02934,Keep,,
haluevalqa-02935,Keep,,
haluevalqa-02936,Keep,,
haluevalqa-02938,Keep,,
haluevalqa-02940,Keep,,
haluevalqa-02948,Keep,,
haluevalqa-02951,Keep,,
haluevalqa-02957,Keep,,
haluevalqa-02958,Keep,,
haluevalqa-02961,Keep,,
haluevalqa-02963,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-02969,Keep,,
haluevalqa-02971,Keep,,
haluevalqa-02972,Keep,,
haluevalqa-02975,Keep,,
haluevalqa-02977,Keep,,
haluevalqa-02979,Keep,,
haluevalqa-02980,Keep,,
haluevalqa-02981,Keep,,
haluevalqa-02983,Keep,,
haluevalqa-02987,Keep,,
haluevalqa-02990,Keep,,
haluevalqa-02991,Keep,,
haluevalqa-02993,Keep,,
haluevalqa-02995,Keep,,
haluevalqa-03007,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03010,Keep,,
haluevalqa-03014,Keep,,
haluevalqa-03015,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03017,Keep,,
haluevalqa-03018,Keep,,
haluevalqa-03019,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03024,Keep,,
haluevalqa-03026,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03027,Keep,,
haluevalqa-03028,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-03031,Keep,,
haluevalqa-03032,Keep,,
haluevalqa-03035,Keep,,
haluevalqa-03038,Keep,,
haluevalqa-03039,Keep,,
haluevalqa-03042,Keep,,
haluevalqa-03049,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03050,Keep,,
haluevalqa-03051,Keep,,
haluevalqa-03060,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03061,Keep,,
haluevalqa-03063,Keep,,
haluevalqa-03068,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03071,Keep,,
haluevalqa-03080,Keep,,
haluevalqa-03083,Keep,,
haluevalqa-03085,Keep,,
haluevalqa-03088,Keep,,
haluevalqa-03089,Keep,,
haluevalqa-03092,Keep,,
haluevalqa-03093,Keep,,
haluevalqa-03095,Keep,,
haluevalqa-03096,Keep,,
haluevalqa-03099,Keep,,
haluevalqa-03100,Keep,,
haluevalqa-03106,Keep,,
haluevalqa-03110,Keep,,
haluevalqa-03112,Keep,,
haluevalqa-03114,Keep,,
haluevalqa-03120,Keep,,
haluevalqa-03124,Keep,,
haluevalqa-03127,Keep,,
haluevalqa-03128,Keep,,
haluevalqa-03129,Keep,,
haluevalqa-03133,Keep,,
haluevalqa-03137,Keep,,
haluevalqa-03138,Keep,,
haluevalqa-03142,Keep,,
haluevalqa-03144,Keep,,
haluevalqa-03151,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03153,Keep,,
haluevalqa-03156,Keep,,
haluevalqa-03157,Keep,,
haluevalqa-03159,Keep,,
haluevalqa-03165,Keep,,
haluevalqa-03166,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03167,Keep,,
haluevalqa-03168,Keep,,
haluevalqa-03169,Keep,,
haluevalqa-03176,Keep,,
haluevalqa-03181,Keep,,
haluevalqa-03185,Keep,,
haluevalqa-03188,Keep,,
haluevalqa-03193,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03196,Keep,,
haluevalqa-03197,Keep,,
haluevalqa-03198,Keep,,
haluevalqa-03200,Keep,,
haluevalqa-03202,Keep,,
haluevalqa-03205,Keep,,
haluevalqa-03207,Keep,,
haluevalqa-03210,Keep,,
haluevalqa-03213,Keep,,
haluevalqa-03214,Keep,,
haluevalqa-03217,Keep,,
haluevalqa-03224,Keep,,
haluevalqa-03231,Keep,,
haluevalqa-03235,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-03236,Keep,,
haluevalqa-03237,Keep,,
haluevalqa-03238,Keep,,
haluevalqa-03239,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03243,Keep,,
haluevalqa-03245,Keep,,
haluevalqa-03250,Keep,,
haluevalqa-03258,Keep,,
haluevalqa-03259,Keep,,
haluevalqa-03266,Keep,,
haluevalqa-03267,Keep,,
haluevalqa-03270,Keep,,
haluevalqa-03273,Keep,,
haluevalqa-03275,Keep,,
haluevalqa-03277,Keep,,
haluevalqa-03283,Keep,,
haluevalqa-03284,Keep,,
haluevalqa-03289,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03293,Keep,,
haluevalqa-03295,Keep,,
haluevalqa-03304,Keep,,
haluevalqa-03305,Keep,,
haluevalqa-03309,Keep,,
haluevalqa-03314,Keep,,
haluevalqa-03315,Keep,,
haluevalqa-03320,Keep,,
haluevalqa-03321,Keep,,
haluevalqa-03322,Keep,,
haluevalqa-03324,Keep,,
haluevalqa-03327,Keep,,
haluevalqa-03329,Keep,,
haluevalqa-03330,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03335,Keep,,
haluevalqa-03337,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03339,Keep,,
haluevalqa-03340,Keep,,
haluevalqa-03342,Keep,,
haluevalqa-03343,Keep,,
haluevalqa-03348,Keep,,
haluevalqa-03349,Keep,,
haluevalqa-03350,Keep,,
haluevalqa-03352,Keep,,
haluevalqa-03353,Keep,,
haluevalqa-03358,Keep,,
haluevalqa-03359,Keep,,
haluevalqa-03360,Keep,,
haluevalqa-03362,Keep,,
haluevalqa-03363,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03367,Keep,,
haluevalqa-03372,Keep,,
haluevalqa-03373,Keep,,
haluevalqa-03378,Keep,,
haluevalqa-03385,Keep,,
haluevalqa-03388,Keep,,
haluevalqa-03389,Keep,,
haluevalqa-03394,Keep,,
haluevalqa-03397,Keep,,
haluevalqa-03400,Keep,,
haluevalqa-03401,Keep,,
haluevalqa-03403,Keep,,
haluevalqa-03409,Keep,,
haluevalqa-03410,Keep,,
haluevalqa-03412,Keep,,
haluevalqa-03418,Keep,,
haluevalqa-03424,Keep,,
haluevalqa-03425,Keep,,
haluevalqa-03426,Keep,,
haluevalqa-03429,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03430,Keep,,
haluevalqa-03439,Keep,,
haluevalqa-03442,Keep,,
haluevalqa-03448,Keep,,
haluevalqa-03449,Keep,,
haluevalqa-03453,Keep,,
haluevalqa-03456,Keep,,
haluevalqa-03457,Keep,,
haluevalqa-03458,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03461,Keep,,
haluevalqa-03462,Keep,,
haluevalqa-03463,Keep,,
haluevalqa-03469,Keep,,
haluevalqa-03471,Keep,,
haluevalqa-03473,Keep,,
haluevalqa-03475,Keep,,
haluevalqa-03476,Keep,,
haluevalqa-03479,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-03483,Keep,,
haluevalqa-03486,Keep,,
haluevalqa-03492,Keep,,
haluevalqa-03494,Keep,,
haluevalqa-03495,Keep,,
haluevalqa-03496,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03498,Keep,,
haluevalqa-03501,Keep,,
haluevalqa-03502,Keep,,
haluevalqa-03503,Keep,,
haluevalqa-03511,Keep,,
haluevalqa-03515,Keep,,
haluevalqa-03516,Keep,,
haluevalqa-03517,Keep,,
haluevalqa-03524,Keep,,
haluevalqa-03527,Keep,,
haluevalqa-03528,Keep,,
haluevalqa-03535,Keep,,
haluevalqa-03540,Keep,,
haluevalqa-03541,Keep,,
haluevalqa-03542,Keep,,
haluevalqa-03543,Keep,,
haluevalqa-03548,Keep,,
haluevalqa-03550,Keep,,
haluevalqa-03551,Keep,,
haluevalqa-03552,Keep,,
haluevalqa-03553,Keep,,
haluevalqa-03556,Keep,,
haluevalqa-03558,Keep,,
haluevalqa-03561,Keep,,
haluevalqa-03562,Keep,,
haluevalqa-03564,Keep,,
haluevalqa-03566,Keep,,
haluevalqa-03567,Keep,,
haluevalqa-03568,Keep,,
haluevalqa-03571,Keep,,
haluevalqa-03573,Keep,,
haluevalqa-03578,Keep,,
haluevalqa-03580,Keep,,
haluevalqa-03581,Keep,,
haluevalqa-03583,Keep,,
haluevalqa-03587,Keep,,
haluevalqa-03590,Keep,,
haluevalqa-03594,Keep,,
haluevalqa-03595,Keep,,
haluevalqa-03598,Keep,,
haluevalqa-03603,Keep,,
haluevalqa-03604,Keep,,
haluevalqa-03608,Keep,,
haluevalqa-03612,Keep,,
haluevalqa-03613,Keep,,
haluevalqa-03615,Keep,,
haluevalqa-03620,Keep,,
haluevalqa-03622,Keep,,
haluevalqa-03624,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03625,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03626,Keep,,
haluevalqa-03627,Keep,,
haluevalqa-03629,Keep,,
haluevalqa-03636,Keep,,
haluevalqa-03640,Keep,,
haluevalqa-03644,Keep,,
haluevalqa-03645,Keep,,
haluevalqa-03646,Keep,,
haluevalqa-03649,Keep,,
haluevalqa-03650,Keep,,
haluevalqa-03653,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03655,Keep,,
haluevalqa-03656,Keep,,
haluevalqa-03657,Keep,,
haluevalqa-03658,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03661,Keep,,
haluevalqa-03664,Keep,,
haluevalqa-03666,Keep,,
haluevalqa-03667,Keep,,
haluevalqa-03673,Keep,,
haluevalqa-03675,Keep,,
haluevalqa-03678,Keep,,
haluevalqa-03681,Keep,,
haluevalqa-03682,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03684,Keep,,
haluevalqa-03687,Keep,,
haluevalqa-03689,Keep,,
haluevalqa-03691,Keep,,
haluevalqa-03696,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-03699,Keep,,
