id,source_order,source_dataset,source_id,question,context,factoid,atomicity,question_relevance,primary_category,category_name,context_support,evidence_clarity,annotator_id
REP_0063,63,ASQA,537,Who won season 7 rupaul's drag race?,"to reuse a runway song. The song played during the closing credits was ""Fly Tonight"", both songs from the album ""Born Naked"". The winner of the seventh season of ""RuPaul's Drag Race"" was Violet Chachki, with Ginger Minj and Pearl being the runners-up. Ginger Minj and Katya competed on the second season of """". Ginger placed 8th overall and Katya was runner-up with season 5 contestant Detox. Kennedy Davenport and Trixie Mattel competed on the of ""All Stars"". Kennedy was the runner-up, while Trixie won the competition. Kandy Ho competed on the 2nd installment of the Chilean version of Drag

an early renewal for an eighth season. The winner of the seventh season of ""RuPaul's Drag Race"" was Violet Chachki, with Katya winning Miss Congeniality. On January 14, 2016, it was announced that the cast for the eighth season will be revealed during the 2016 New Now Next Honors on February 1, 2016, followed by the season premiere on March 7, 2016. The first episode celebrated the 100th taping of the show, and the 100th drag queen to enter the work room. Michelle Visage returned as a main judge, while Carson Kressley and Ross Mathews returned as rotating main judges.

runway segment every episode was ""Sissy That Walk"" while the song playing during the credits is ""Dance With U"", both from the album ""Born Naked"". The winner of the sixth season of ""RuPaul's Drag Race"" was Bianca Del Rio, with BenDeLaCreme winning Miss Congeniality. The seventh season of ""RuPaul's Drag Race"" began airing on March 2, 2015. Returning judges included RuPaul and Michelle Visage, while the space previously occupied by Santino Rice was filled by new additions Ross Mathews and Carson Kressley. Mathews and Kressley were both present for the season premiere and then took turns sharing judging responsibilities. Shawn

Drag Superstar"", a one-year supply of Anastasia Beverly Hills cosmetics and a cash prize of $100,000. The ninth season aired on VH1, with encore presentations continuing to air on Logo. This season featured the return of Cynthia Lee Fontaine, who previously participated in the series' eighth season. The ninth season featured a top four in the finale episode, as opposed to the top three, which was previously established in the fourth season. The winner of the ninth season of RuPaul's Drag Race was Sasha Velour. Valentina won Miss Congeniality. On April 13, 2017, VH1 renewed the series for a tenth

last season, Santino Rice & Billy B (Billy Brasfield), celebrity makeup artist and star of the HGTV mini-series ""Hometown Renovation"", shared the same seat at the judges table alternatively, Brasfield filling in for Rice when needed. Both judges appeared side-by-side in the audience during the ""Reunited"" episode. The winner of the fourth season of ""RuPaul's Drag Race"" was Sharon Needles, with Latrice Royale winning Miss Congeniality. The theme song playing during the runway every episode was ""Glamazon"" and the song played during the credits was ""The Beginning"", both from RuPaul's album ""Glamazon"". The fifth season of ""RuPaul's Drag Race"" began","The seventh season of RuPaul's Drag Race began airing on March 2, 2015.",PASS,FAIL,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0064,64,ASQA,728,When does game of thrones season 7 come on hbo?,"On March 9, 2017, HBO hosted a live stream on the ""Game of Thrones"" Facebook page that revealed the premiere date for the seventh season as being July 16, 2017. It was accompanied by a teaser trailer. On March 30, 2017, the first official promo for the show was released, highlighting the thrones of Daenerys Targaryen, Jon Snow, and Cersei Lannister. On April 20, 2017, HBO released 15 official photos shot during the season. On May 22, 2017, HBO released several new photos from the new season. On May 23, 2017, HBO released the official posters featuring the Night King.

a dozen Emmy Awards, including Outstanding Drama Series. By the end of 2016, all seasons up to season 6 (which premiered on April 24, 2016) had been aired on HBO and all seasons had been released on DVD and/or Blu-ray for home viewing (see List of Game of Thrones episodes). The company confirmed on July 18, 2016 that season 7 would consist of seven episodes instead of the usual ten, and would premiere later than usual, in mid-2017, because of the later filming schedule. This was necessary in order to be shooting during the winter season in Europe. Season 7

Game of Thrones (season 7) The seventh and penultimate season of the fantasy drama television series ""Game of Thrones"" premiered on HBO on July 16, 2017, and concluded on August 27, 2017. Unlike previous seasons that consisted of ten episodes each, the seventh season consisted of only seven. Like the previous season, it largely consisted of original content not found in George R. R. Martin's ""A Song of Ice and Fire"" series, while also incorporating material Martin revealed to showrunners about the upcoming novels in the series. The series was adapted for television by David Benioff and D. B. Weiss.

The first official trailer for season 7 was released on May 24, 2017. The trailer set a world record for being the most viewed show trailer ever, being viewed 61 million times across digital platforms, in the first 24 hours. The second official trailer was released on June 21, 2017. The season premiere was screened at the Walt Disney Concert Hall in Los Angeles on July 12, 2017. The season was released on Blu-ray and DVD in region 1 on December 12, 2017. The season premiere was pirated 90 million times in the first three days after it aired. On

Bender, who worked on the show's sixth season, said that the seventh season would consist of seven episodes. Benioff and Weiss stated that they were unable to produce 10 episodes in the show's usual 12 to 14 month time frame, as Weiss said ""It's crossing out of a television schedule into more of a mid-range movie schedule."" HBO confirmed on July 18, 2016, that the seventh season would consist of seven episodes, and would premiere later than usual in mid-2017 because of the later filming schedule. Later it was confirmed that the season would debut on July 16. The seventh","The seventh season of ""Game of Thrones"" premiered on HBO on July 16, 2017.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0065,65,ASQA,585,When does steve come back in shameless season 5?,"also saw the return of Jack Deam as Marty Fisher as a regular cast member, who left the show in Series 4. When Frank finds himself being framed for brutally mugging a pensioner, Kev Ball, who left the show in Series 4, returned to help, with Dean Lennox Kelly reprising the role for a single episode to mark ""Shameless"" 100th episode. The ninth series of Shameless began on 9 January 2012 and concluded on 13 March 2012. The ninth series, originally consisting of 22 episodes, was reduced to 11 episodes, with the remaining 11 being turned into the tenth series.

Shameless (season 5) The fifth season of ""Shameless"", an American comedy-drama television series based on the British series of the same name by Paul Abbott, premiered on January 11, 2015 on the Showtime television network. Executive producers are John Wells, Paul Abbott and Andrew Stearn, and producer Michael Hissrich. Like all previous seasons, the season consisted of 12 episodes. The season picks up from the season 4 finale two to three months after the events of finding out Ian's bipolarity and Fiona's release from prison. Fiona begins a new relationship with a skilled member of a rock 'n' roll band

Carl run a babysitting service in the house to bring in extra funds. Sheila is simultaneously trying to find Eddie (who committed suicide last season) and working on getting over her agoraphobia. <onlyinclude></onlyinclude> The show's second season began shooting on July 5, 2011 and it premiered on Sunday, January 8, 2012 at a new time slot at 9:00pm. Shanola Hampton, Steve Howey, Joan Cusack, and Laura Slade Wiggins return in the second season as Veronica Fisher, Kevin ""Kev"" Ball, Sheila Jackson and Karen Jackson. Also returning are Noel Fisher as Mickey Milkovich, Pej Vahdat as Kash, Tyler Jacob Moore as

while Frank struggles with sobriety following his recent liver transplant. <onlyinclude></onlyinclude> On February 18, 2014, Showtime announced the series would be renewed for a fifth season. Production on the first episode began on July 3, 2014 with the first table read, with principal photography commencing on July 8, 2014. Shameless (season 5) The fifth season of ""Shameless"", an American comedy-drama television series based on the British series of the same name by Paul Abbott, premiered on January 11, 2015 on the Showtime television network. Executive producers are John Wells, Paul Abbott and Andrew Stearn, and producer Michael Hissrich. Like all

son, Karen makes them choose between her and the baby so Karen decides to leave the house. Wiggins makes her first appearance back into the season in episode 7 titled ""A Long Way From Home"". Stephanie Fantauzzi, Vanessa Bell Calloway, Marguerite Moreau and Tyler Jacob Moore return in the third season as Estefania, Carol Fisher, Linda and Tony Markovich. Louise Fletcher appears as Peg Gallagher, the Gallagher's grandmother. Shameless (season 3) The third season of ""Shameless"", an American comedy-drama television series based on the British series of the same name by Paul Abbott, premiered on January 13, 2013, at Sunday","In the American comedy-drama television series, Shameless, Steve returns in episode 5, ""Rite of Passage"" of season 5.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0066,66,HALUEVALQA,haluevalqa-05438,"ON what date did the man who played Michael Sullivan, Jr. in Road to Perdition first appear in The Adventures of Supergirl","""The Adventures of Supergirl"" is the first episode and premiere of the second season from The CW television series ""Supergirl"", which aired on October 10, 2016. It is the first new episode of ""Supergirl"" to air on the CW since moving from CBS, and the first to feature a prominent appearance by Superman, portrayed by Tyler Hoechlin. He got his big break starring as Michael Sullivan, Jr. in the film ""Road to Perdition"" (2002). In 2016, Hoechlin was cast as Superman on the CW show ""Supergirl"".","Tyler Hoechlin first appeared in ""The Adventures of Supergirl"" when the episode aired on October 10, 2016.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0067,67,HALUEVALQA,haluevalqa-05553,"What is the premiere date of this British sitcom on BBC, which starred Helen Monks?","Helen Monks is an English actress and writer, known for her roles in ""Raised by Wolves"", ""Upstart Crow"", ""The Archers"", ""Holby City"", ""The Last Kingdom"", and ""Genius"".Upstart Crow is a British sitcom which premiered on 9 May 2016 at 10pm on BBC Two as part of the commemorations of the 400th anniversary of the death of William Shakespeare.","""Upstart Crow"", the British sitcom featuring Helen Monks, premiered on BBC Two on 9 May 2016.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0068,68,HALUEVALQA,haluevalqa-05806,"when was the American rapper, actor, television host,  that featured in  Up in Smoke Tourborn","The Up in Smoke Tour was a West Coast hip hop tour in 2000 which was headlined by Dr. Dre & Snoop Dogg, also featuring artists Ice Cube, Eminem, Proof, Nate Dogg, Kurupt, D12, MC Ren, Westside Connection, Mel-Man, Tha Eastsidaz, Doggy's Angels, Devin The Dude, Warren G, TQ, Truth Hurts, Xzibit, The D.O.C., Hittman, and Six-Two.Alvin Nathaniel Joiner (born September 18, 1974), better known by his stage name Xzibit (pronounced ""exhibit""), is an American rapper, actor, television host, radio personality and record producer.","Xzibit, who appeared on the Up in Smoke Tour, was born on September 18, 1974.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0069,69,HALUEVALQA,haluevalqa-05521,"She Is, is the first studio album, released on which date, by the South Korean singer-songwriter Kim Jong-hyun, better known by the mononym Jonghyun, is a South Korean singer-songwriter, and radio host?","She Is is the first studio album by South Korean singer-songwriter Jonghyun, released on May 24, 2016 by S.M. Entertainment and distributed by KT Music.Kim Jong-hyun (born April 8, 1990), better known by the mononym Jonghyun, is a South Korean singer-songwriter, and radio host.","Jonghyun’s first studio album ""She Is"" was released on May 24, 2016.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0070,70,HALUEVALQA,haluevalqa-05469,For how long did the author of STAT: Standing Tall and Talented book series have a career in basketball?,"STAT: Standing Tall and Talented is a series of children's books written by NBA basketball player Amar'e Stoudemire.Amar'e Carsares Stoudemire ( ; born November 16, 1982) is an American former professional basketball player who played the majority of his 15-year career in the National Basketball Association (NBA).","Amar’e Stoudemire, author of the ""STAT: Standing Tall and Talented"" series, had a 15-year professional basketball career.",PASS,PASS,Cat4,Time / Sequence,TRUE,CLEAR,Annotator B
REP_0071,71,ASQA,375,The war on poverty was a policy and slogan used in?,"and health care as poverty reduction strategies. These policies can also be seen as a continuation of Franklin D. Roosevelt's New Deal, which ran from 1933 to 1937, and the Four Freedoms of 1941. Johnson stated, ""Our aim is not only to relieve the symptom of poverty, but to cure it and, above all, to prevent it"". The legacy of the War on Poverty policy initiative remains in the continued existence of such federal programs as Head Start, Volunteers in Service to America (VISTA), TRiO, and Job Corps. Deregulation, growing criticism of the welfare state, and an ideological shift to

federal programs have actually decreased poverty. For liberals, it lessens the supposed need to expand existing programs or to create new ones."" Several economists and social scientists whose work had been referenced in the report said that Ryan either misunderstood or misrepresented their research. War on Poverty The War on Poverty is the unofficial name for legislation first introduced by United States President Lyndon B. Johnson during his State of the Union address on Wednesday, January 8, 1964. This legislation was proposed by Johnson in response to a national poverty rate of around nineteen percent. The speech led the United

exceeding $10 billion; apparently legislators believe they're still working. President Johnson's ""War on Poverty"" speech was delivered at a time of recovery (the poverty level had fallen from 22.4% in 1959 to 19% in 1964 when the War on Poverty was announced) and it was viewed by critics as an effort to get the United States Congress to authorize social welfare programs. Some economists, including Milton Friedman, have argued that Johnson's policies actually had a negative impact on the economy because of their interventionist nature, noting in a PBS interview that ""the government sets out to eliminate poverty, it has

The War on Poverty: 50 Years Later ""The War on Poverty: 50 Years Later"" is a report by the Budget Committee of the United States House of Representatives published on March 3, 2014. It was published in recognition of the 50th anniversary of Lyndon B. Johnson's 1964 State of the Union address, in which he declared ""an unconditional war on poverty in America"". The reports advances the argument that federal antipoverty programs suffer from defects that “penalize families for getting ahead” and that “the complex web of federal programs and sudden drop-off in benefits create extraordinarily high effective marginal tax

based on Brown's comment. All of the statistical errors were later corrected, and Waldfogel's criticism was fixed. The War on Poverty: 50 Years Later ""The War on Poverty: 50 Years Later"" is a report by the Budget Committee of the United States House of Representatives published on March 3, 2014. It was published in recognition of the 50th anniversary of Lyndon B. Johnson's 1964 State of the Union address, in which he declared ""an unconditional war on poverty in America"". The reports advances the argument that federal antipoverty programs suffer from defects that “penalize families for getting ahead” and that",The War on Poverty slogan was first introduced by President Lyndon B. Johnson in 1954.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0072,72,ASQA,77,Who plays the white queen in alice through the looking glass?,"Channing, Penelope Wilton and Brenda Bruce. In ""Sandra the Fairytale Detective"", her name is Victoria because she is the Queen of Victory. Anne Hathaway portrays the White Queen (renamed ""Mirana of Marmoreal"") in Tim Burton's 2010 adaptation alongside Helena Bonham Carter as Iracebeth, the Red Queen; they are portrayed as sisters. The White Queen's soldiers appear in white armor inspired by chess pieces while The Red Queen's appear in armour made to resemble cards. Mirana's delicate exterior is reinforced by her habit of holding her hands gracefully at shoulder height in almost every scene in which she appears. But her

fantasy novels ""Alice's Adventures in Wonderland"" and ""Through the Looking-Glass"" alongside Helena Bonham Carter and Johnny Depp. She summed up her character with a caption on a magnet of Happy Bunny holding a knife; ""Cute but psycho. Things even out."" Hathaway described her interpretation of the White Queen as ""a punk-rock vegan pacifist"", drawing inspiration from Debbie Harry and the artwork of Dan Flavin. ""Alice in Wonderland"" received mixed reviews from critics, who praised its visuals, but criticized its lack of narrative coherence. Commercially, the film grossed $1 billion to become the second highest-grossing movie of 2010. Hathaway starred (alongside

fearsome pet. That champion arrives in Alice (Mia Wasikowska), now a young woman, who initially thinks she is having a recurring dream. By the film's climax, however, Alice accepts her destiny and slays the Jabberwocky, restoring rulership of Wonderland to the White Queen. Mirana banishes her sister and bids Alice goodbye. Despite her benevolent and kind attitude, Anne Hathaway remarks that on the inside, the White Queen is just as sadistic as her sister, if not more so, and has surrounded herself with an elegant, airy and blissful atmosphere, out of fear she will not be able to control her

square to square on a large chessboard. Alice Through the Looking Glass (1987 film) Alice Through the Looking Glass is a 1987 Australian-Italian animated film nominally based on the novel ""Through the Looking-Glass"" by Lewis Carroll. It was directed by Andrea Bresciani and Richard Slapczynski from a screenplay by Jameson Brewer. The movie starts off with a bored Alice trapped in her house by a snow storm. The film's voice cast includes Janet Waldo as Alice, Mr. T. as the Jabberwock, Phyllis Diller as the White Queen, Jonathan Winters as Tweedledum and Tweedledee, and Alan Young as the White Knight.

Alice Through the Looking Glass (1987 film) Alice Through the Looking Glass is a 1987 Australian-Italian animated film nominally based on the novel ""Through the Looking-Glass"" by Lewis Carroll. It was directed by Andrea Bresciani and Richard Slapczynski from a screenplay by Jameson Brewer. The movie starts off with a bored Alice trapped in her house by a snow storm. The film's voice cast includes Janet Waldo as Alice, Mr. T. as the Jabberwock, Phyllis Diller as the White Queen, Jonathan Winters as Tweedledum and Tweedledee, and Alan Young as the White Knight. Much of the film consists of Alice",Phyllis Diller portrayed the White Queen after Anne Hathaway.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0073,73,ASQA,186,When did the french join revolution on colonists side?,"on New York City. At Rochambeau's urging, Washington abandoned the planned attack and instead they moved into Virginia to join with the French fleet of Admiral François de Grasse to trap Lord Cornwallis's British army at Yorktown, forcing its surrender in October 1781. France had been in contact with colonial radicals as early as 1774. In January 1776 France began sending large amounts of covert financial aid and military supplies to the American rebels. Following the loss of a British army during the Saratoga Campaign of 1777, France signed a Treaty of Alliance recognising American Independence in February 1778. This

France in the American Revolutionary War French involvement in the American Revolutionary War began in 1775, when France, a rival of the British Empire, secretly shipped supplies to the Continental Army. A Treaty of Alliance in 1778 soon followed, which led to shipments of money and matériel to the United States. Subsequently, the Spanish Empire and the Dutch Republic also began to send assistance, leaving the British Empire with no allies. France's help is considered a vital and decisive contribution to the United States' victory against the British. As a cost of participation in the war, France accumulated over 1

soon arrive with reinforcements, the French garrison surrendered. The remaining French troops were evacuated, and the French fleet returned to Martinique, another French colony. St. Lucia stayed in the hands of the British. France formally recognized the United States on February 6, 1778, with the signing of the Treaty of Alliance. Britain declared war on France on March 17, 1778 spurring France's entry into the American Revolutionary War. On September 7, 1778, the French governor of Martinique, Marquis de Bouille, launched a surprise attack on the British-held Island of Dominica, and took control of the former French colony. On November

off their chains"". In 1775 the first fighting broke out, and in July 1776, the colonists declared independence. Long before France's open entry into the war, Vergennes approved of the Pierre Beaumarchais's plan for secret French assistance. From early 1776, the French gave supplies, arms, ammunition and volunteers to the American rebels. The weakness of the British naval blockade off the American coast allowed large amounts of goods to reach the continent. In 1777, Vergennes informed the Americans' commissioners that France acknowledged the United States, and was willing to form an offensive and defensive alliance with the new state. In

a sizable force of French soldiers under the comte de Rochambeau, arrived in America in July 1780. In October 1781, the French force played a key role in the surrender of a British army at Yorktown. In spite of the large British military presence in the colonies and its continued control of several major cities, in early 1782, the British parliament passed a resolution suspending further offensives against the Americans. This did not apply to their other enemies in other theatres of war. After the success at Yorktown, the French fleet went to the West Indies as part of a",France formally entered the American Revolutionary War before it began secretly sending supplies to the American colonists.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0074,74,ASQA,345,When did the united states purchase the louisiana territory?,"had authorized Livingston only to purchase New Orleans. However, Livingston was certain that the United States would accept the offer. The Americans thought that Napoleon might withdraw the offer at any time, preventing the United States from acquiring New Orleans, so they agreed and signed the Louisiana Purchase Treaty on April 30, 1803. On July 4, 1803, the treaty was announced, but the documents did not arrive in Washington, D.C. until July 14. The Louisiana Territory was vast, stretching from the Gulf of Mexico in the south to Rupert's Land in the north, and from the Mississippi River in the

territory to help fund his wars in Europe. France took formal control of Louisiana from Spain on November 30, 1803, and turned over New Orleans to the United States on December 20, 1803. The U.S. took over the rest of the territory on March 10, 1804. The Louisiana Purchase doubled the size of the United States and opened U.S. expansion west to the Pacific Ocean and the Gulf Coast. The precise boundaries of the area had still not been determined. The United States, having purchased the territory from France, claimed the same boundaries France had claimed before the transfer to

Louisiana Purchase The Louisiana Purchase ( ""Sale of Louisiana"") was the acquisition of the Louisiana territory () by the United States from France in 1803. The U.S. paid fifty million francs ($11,250,000) and a cancellation of debts worth eighteen million francs ($3,750,000) for a total of sixty-eight million francs ($15 million, equivalent to about $600 billion given the GDP of 2017. The Louisiana territory included land from fifteen present U.S. states and two Canadian provinces. The territory contained land that forms Arkansas, Missouri, Iowa, Oklahoma, Kansas, and Nebraska; the portion of Minnesota west of the Mississippi River; a large portion

France regained sovereignty of the western territory in the secret Third Treaty of San Ildefonso of 1800. But strained by obligations in Europe, Napoleon Bonaparte sold the territory to the United States in the Louisiana Purchase of 1803, ending France's presence in Louisiana. The United States ceded part of the Louisiana Purchase to the United Kingdom in the Treaty of 1818. This section lies above the 49th parallel north in a part of present-day Alberta and Saskatchewan. In the 18th century, Louisiana included most of the Mississippi River basin (see drawing alongside) from what is now the Midwestern United States

Effective October 1, 1804, the purchased territory was organized into the Territory of Orleans (most of which would become the state of Louisiana) and the District of Louisiana, which was temporarily under control of the governor and judicial system of the Indiana Territory. The following year, the District of Louisiana was renamed the Territory of Louisiana, aka Louisiana Territory (1805–1812). New Orleans was the administrative capital of the Orleans Territory, and St. Louis was the capital of the Louisiana Territory. A dispute soon arose between Spain and the United States regarding the extent of Louisiana. The territory's boundaries had not",The United States purchased the Louisiana Territory from France in 1805.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0075,75,ASQA,152,When did england last make the quarter final of the world cup?,"to champions West Germany in the semi-final. They also finished in fourth place in 2018. The team also reached the quarter-final stage in 1954, 1962, 1970, 1986, 2002 and 2006. England failed to qualify for the World Cup in 1974, 1978 and 1994. The team's earliest exit in the finals tournament was its elimination in the first round in 1950, 1958 and, most recently, the 2014 FIFA World Cup, after being defeated in both their opening two matches for the first time, versus Italy and Uruguay in Group D. In 1950, four teams remained after the first round, in 1958

the 1954 World Cup, two goals by Broadis saw him become the first England player to score two goals in a game at the World Cup finals. Broadis beat Nat Lofthouse by 30 minutes when both scored two each in the thrilling 4–4 draw against Belgium. In reaching the quarter-finals for the first time, England lost 4–2, being eliminated by Uruguay. Only twice have England progressed beyond the World Cup quarter-finals away from home. On 15 May 1957, Stanley Matthews became the oldest player ever to represent his country. On his last appearance for England, in a 4–1 defeat by

Cup. 13 June 1986 – Southampton sign 19-year-old goalkeeper Tim Flowers from Wolverhampton Wanderers for £70,000, while 23-year-old midfielder Ian Crook joins Norwich City from Tottenham Hotspur for £80,000. 18 June 1986 – England beat Paraguay 3–0 to reach the World Cup quarter-finals for the first time since 1970. 22 June 1986 – England's World Cup challenge is ended in the quarter-finals when they lose 2–1 to Argentina. Diego Maradona scores both goals for Argentina, his first goal being the controversial ""Hand of God"" goal which was allowed despite being an obvious handball. England reached the quarter-finals of the 1986

round of 16 defeating Denmark 3–0, thanks to goals from Micheal Owen, Rio Ferdinand, and Emile Heskey. England played four-time World Cup winners and 1998 runners-up Brazil in the quarter-finals. Despite leading through a Michael Owen goal, a mistake by David Seaman saw England lose 2–1, and Brazil won their fourth World Cup match against England, and went on to win the tournament. England were drawn into Group 6 of European qualifying for the 2006 World Cup. The group featured other home nations in Wales, and Northern Ireland, as well as Poland (who had eliminated England the last time the

point out that the Hungarians were actually a great side."" He guided England to first place in the 1953–54 British Home Championship, which qualified the team for the 1954 World Cup in Switzerland, but saw his side knocked out in the quarter-finals, going down 4–2 against Uruguay. Three wins and a draw from four matches enabled England's qualification for the 1958 World Cup, only for Winterbottom's side to fail in the group play-off stage, losing 1–0 to the Soviet Union. England lost to Brazil in the quarter-final of the 1962 World Cup in Chile and, under attack from the British","Before its 2018 fourth-place finish, England's most recent World Cup quarter-final appearance was in 1986.",PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0076,76,HALUEVALQA,haluevalqa-05306,Secret in their Eyes stars a British actor who enrolled at the Nationial Youth Theater in 1995 and gained a scholarship to where?,"The film stars Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, and Michael Kelly.Chiwetel Umeadi Ejiofor, CBE ( ; born 10 July 1977) is a British actor. After enrolling at the National Youth Theatre in 1995, and gaining a scholarship to the London Academy of Music and Dramatic Art, at age 19 and three months into his course, Ejiofor was cast by Steven Spielberg to play a supporting role in the film ""Amistad"" (1997) as James Covey.",Chiwetel Ejiofor gained a scholarship to the London Academy of Music and Dramatic Art before enrolling at the National Youth Theatre.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0077,77,HALUEVALQA,haluevalqa-00055,"Lee Jun-fan played what character in ""The Green Hornet"" television series?","Kato is a fictional character from ""The Green Hornet"" series. Keye Luke took the role in the movie serials, and in the television series he was portrayed by Bruce Lee.Lee Jun-fan (; November 27, 1940 – July 20, 1973), known professionally as Bruce Lee, was a Hong Kong and American actor, film director, martial artist, martial arts instructor, philosopher and founder of the martial art Jeet Kune Do.",The actor who portrayed Kato in The Green Hornet television series was born in 1941.,PASS,PASS,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0078,78,HALUEVALQA,haluevalqa-06051,Intiman Theatre Festival has hosted the actress and singer of what nationality?,"Intiman Theatre Festival in Seattle, Washington, was founded in 1972 as a resident theatre by Margaret ""Megs"" Booker, who named it for August Strindberg's Stockholm theater. The theater has been host to Tony-nominated Director Bartlett Sher (who served as both a director and artistic director), Tony-nominated actress Celia Keenan-Bolger, and movie actor Tom Skerritt.Celia Keenan-Bolger (born January 26, 1978) is an American actress and singer.",The actress and singer hosted by Intiman Theatre Festival was born in 1979.,PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0079,79,HALUEVALQA,haluevalqa-06028,Which American computer animated road-comedy-adventure film is Bolt  based on,It is based on the Disney film of the same name.Bolt is a 2008 American computer animated road-comedy-adventure film produced by Walt Disney Animation Studios and released by Walt Disney Pictures.,Bolt was released in 2009.,PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0080,80,HALUEVALQA,haluevalqa-06034,"What is the name of the American football coach born in 1967, who is in his fifth season, as of 2017, with the Idaho Vandals football team?","The Idaho Vandals are the college football team that represents the University of Idaho and plays its home games at the Kibbie Dome, an indoor facility on campus in Moscow, Idaho. The current head coach is Paul Petrino, in his fifth season in 2017.Paul Vincent Petrino (born May 25, 1967) is an American college football coach, currently the head coach at the University of Idaho in Moscow.",Paul Petrino was born in 1968.,PASS,FAIL,Cat4,Time / Sequence,FALSE,CLEAR,Annotator B
REP_0081,81,ASQA,474,When was my big fat greek wedding filmed?,"and media outlets reported that a sequel was in the works. Nia Vardalos later confirmed this via Twitter, and she also has written a script for the film. The first trailer for ""My Big Fat Greek Wedding 2"" was aired on NBC's ""The Today Show"" on November 11, 2015 and it was released on March 25, 2016, to mixed reviews from critics and modest box office success. My Big Fat Greek Wedding My Big Fat Greek Wedding is a 2002 romantic comedy film directed by Joel Zwick and written by Nia Vardalos, who also stars in the film as Fotoula

My Big Fat Greek Wedding 2 My Big Fat Greek Wedding 2 is a 2016 American romantic comedy film directed by Kirk Jones and written by Nia Vardalos. The film stars Vardalos, John Corbett, Lainie Kazan, Michael Constantine, Andrea Martin, Ian Gomez and Elena Kampouris. It is the sequel to the 2002 film ""My Big Fat Greek Wedding"". Filming began in late May 2015 in Toronto. The film was released on March 25, 2016 by Universal Pictures. The film grossed $88.9 million worldwide against a $18 million budget. Toula Portokalos-Miller's (Nia Vardalos) life is in shambles. Her travel agency and

by CinemaScore, audiences gave the film an average grade of ""A–"" on an A+ to F scale. In late June 2016, Vardalos hinted at the possibility of a third film, saying that although no writing has been done, she does have an idea. My Big Fat Greek Wedding 2 My Big Fat Greek Wedding 2 is a 2016 American romantic comedy film directed by Kirk Jones and written by Nia Vardalos. The film stars Vardalos, John Corbett, Lainie Kazan, Michael Constantine, Andrea Martin, Ian Gomez and Elena Kampouris. It is the sequel to the 2002 film ""My Big Fat Greek

depict Gus and Maria Portokalos's residence (as well as the home bought next door at the end of the film for Toula and Ian) is located on Glenwood Crescent just off O'Connor Drive in East York. The real home representing the Portokalos' residence actually has most of the external ornamentation that was shown in the film. Also, some minor parts of the movie were shot at Jarvis Collegiate Institute in Toronto. After a February 2002 premiere, it was initially released in the United States via a limited release on April 19, 2002 before receiving a wider release worldwide over the

My Big Fat Greek Wedding My Big Fat Greek Wedding is a 2002 romantic comedy film directed by Joel Zwick and written by Nia Vardalos, who also stars in the film as Fotoula ""Toula"" Portokalos, a middle class Greek American woman who falls in love with non-Greek upper middle class White Anglo-Saxon Protestant Ian Miller. The film received generally positive reviews from critics and, at the 75th Academy Awards, it was nominated for the Academy Award for Best Original Screenplay. A sleeper hit, the film became the highest-grossing romantic comedy of all time, and grossed $241.4 million in North America,",My Big Fat Greek Wedding became the highest-grossing romantic comedy of all time.,PASS,FAIL,Cat5,Comparative / Superlative,TRUE,CLEAR,Annotator B
